"0","892","0","0","3","418.20","1981-10-18 04:50:16","true"
"1","200","1","1","2","384.71","1990-04-17 21:33:35","false"
"2","1141","2","2","4","27.21","1970-09-06 13:51:36","true"
"3","1300","3","3","4","337.35","2019-01-27 17:41:06","false"
"4","1081","4","4","8","68.90","2000-01-31 15:54:54","false"
"5","312","5","5","5","98.42","1995-03-27 07:45:22","true"
"6","416","6","6","4","219.97","1986-12-04 09:29:02","false"
"7","896","7","7","5","132.18","1982-05-26 10:39:21","true"
"8","571","8","8","9","484.91","2009-03-24 12:48:26","true"
"9","742","9","9","3","105.41","1995-12-10 07:53:43","true"
"10","691","10","10","2","300.76","2002-09-29 04:02:10","true"
"11","37","11","11","2","392.12","2018-08-02 11:37:46","true"
"12","1142","12","12","9","372.68","2007-03-20 08:44:31","false"
"13","1771","13","13","3","106.41","1973-01-18 07:00:34","true"
"14","1965","14","14","9","173.03","2022-03-26 03:33:49","true"
"15","464","15","15","1","111.31","2011-11-17 06:56:39","false"
"16","1404","16","16","4","96.04","2011-05-24 05:55:19","false"
"17","1811","17","17","4","334.06","1989-07-01 22:12:09","true"
"18","1085","18","18","1","147.35","1979-05-29 23:53:20","true"
"19","1377","19","19","2","287.77","2003-02-24 18:50:20","true"
"20","128","20","20","6","281.58","1975-11-04 02:48:42","true"
"21","1720","21","21","5","448.64","1977-10-04 00:19:35","true"
"22","1346","22","22","8","181.33","1971-05-17 12:41:13","true"
"23","1351","23","23","8","265.89","1980-05-20 12:14:57","false"
"24","569","24","24","8","109.67","2022-02-26 09:24:44","false"
"25","345","25","25","4","125.16","2006-05-11 12:49:48","true"
"26","830","26","26","8","490.62","1987-04-19 03:22:32","true"
"27","610","27","27","9","25.29","1997-03-22 21:14:35","false"
"28","704","28","28","3","98.51","1995-02-22 14:14:51","true"
"29","233","29","29","6","214.28","1984-07-04 11:52:24","true"
"30","1141","30","30","3","312.10","1999-03-18 17:08:23","false"
"31","1473","31","31","7","322.65","1981-06-07 00:20:38","true"
"32","419","32","32","7","387.61","1995-04-26 07:38:34","true"
"33","733","33","33","6","315.88","1985-09-22 05:24:06","false"
"34","372","34","34","1","200.60","1985-09-14 05:21:13","false"
"35","817","35","35","5","97.26","2006-09-03 12:58:15","true"
"36","1926","36","36","8","29.98","1988-11-10 18:36:50","true"
"37","393","37","37","2","490.40","1974-06-07 23:22:32","false"
"38","1712","38","38","3","411.78","1979-07-09 22:48:59","false"
"39","1141","39","39","9","410.94","1994-05-04 06:12:11","false"
"40","153","40","40","2","257.10","1972-06-28 07:21:31","false"
"41","143","41","41","5","53.25","1982-02-25 21:07:15","false"
"42","1211","42","42","10","81.28","2017-10-11 12:53:28","true"
"43","1048","43","43","10","334.09","2001-09-28 12:16:56","true"
"44","1175","44","44","3","152.06","1988-07-27 18:25:12","true"
"45","1144","45","45","6","214.28","1981-12-03 22:09:38","true"
"46","548","46","46","4","8.83","1974-03-07 17:21:48","false"
"47","474","47","47","5","381.17","2002-08-08 07:00:03","false"
"48","1550","48","48","2","352.32","2000-01-30 19:31:16","false"
"49","531","49","49","2","429.40","1972-09-25 05:02:29","true"
"50","1091","50","50","2","192.01","1977-09-10 16:36:44","false"
"51","1410","51","51","3","73.74","1991-06-05 19:27:14","false"
"52","553","52","52","2","12.20","2019-03-07 14:10:17","true"
"53","1554","53","53","3","109.18","1994-12-19 12:06:20","false"
"54","1619","54","54","6","426.31","2021-02-22 13:11:43","true"
"55","1703","55","55","6","250.58","2008-02-21 03:52:49","false"
"56","1460","56","56","6","429.22","1973-07-06 02:35:57","true"
"57","1345","57","57","8","368.14","2022-05-01 04:15:16","true"
"58","511","58","58","9","347.84","2004-08-25 19:25:54","false"
"59","225","59","59","10","168.00","2007-10-10 10:23:21","false"
"60","532","60","60","5","143.88","1993-04-03 13:38:38","false"
"61","297","61","61","8","144.35","2001-01-23 02:22:58","false"
"62","1849","62","62","9","466.95","2001-03-24 19:36:46","false"
"63","1976","63","63","9","452.31","2016-04-04 05:33:44","false"
"64","1438","64","64","6","219.12","2006-06-30 14:32:31","false"
"65","1427","65","65","8","124.42","1980-06-18 05:37:07","false"
"66","702","66","66","6","79.80","2016-02-09 22:12:21","true"
"67","1773","67","67","3","494.84","2012-09-15 06:52:50","true"
"68","1723","68","68","10","107.18","1978-08-09 22:00:09","true"
"69","1909","69","69","8","433.90","1995-12-06 09:18:35","false"
"70","1225","70","70","1","325.58","1986-03-30 19:20:11","true"
"71","679","71","71","9","460.26","1991-07-07 17:04:09","false"
"72","1374","72","72","5","44.50","2007-07-23 00:47:53","true"
"73","1048","73","73","1","110.13","2008-07-14 05:13:57","false"
"74","1467","74","74","2","321.48","1995-04-11 07:12:49","false"
"75","251","75","75","2","487.67","1981-04-19 20:17:27","false"
"76","1280","76","76","4","391.10","2007-09-06 03:50:59","true"
"77","1489","77","77","5","155.74","2017-10-17 17:39:40","false"
"78","972","78","78","1","368.30","2005-04-29 07:07:22","true"
"79","917","79","79","6","198.54","2012-07-30 12:51:49","false"
"80","1245","80","80","9","482.49","2001-02-05 02:02:29","true"
"81","1460","81","81","8","381.60","1987-05-15 21:33:28","false"
"82","443","82","82","10","237.54","1977-07-13 14:29:08","false"
"83","735","83","83","3","498.60","2017-02-06 14:52:12","false"
"84","7","84","84","5","450.93","1986-06-17 00:49:49","true"
"85","648","85","85","6","256.48","2017-04-06 13:36:57","false"
"86","790","86","86","4","87.34","1999-12-24 16:42:32","true"
"87","1356","87","87","8","128.12","1975-01-29 04:49:55","false"
"88","1684","88","88","3","298.38","1999-09-16 05:54:04","true"
"89","1287","89","89","8","99.20","1975-03-23 20:34:25","true"
"90","1903","90","90","6","143.93","1986-11-12 06:09:04","false"
"91","1141","91","91","4","17.04","1995-03-28 00:54:56","true"
"92","1187","92","92","9","122.43","1976-11-06 04:34:53","false"
"93","342","93","93","8","455.06","2000-01-04 14:55:29","false"
"94","1751","94","94","6","146.99","1991-09-24 11:59:30","true"
"95","490","95","95","6","71.71","2017-12-15 00:47:48","false"
"96","131","96","96","10","33.69","1971-09-16 23:17:48","false"
"97","745","97","97","6","333.96","1991-01-09 05:36:12","false"
"98","1864","98","98","1","223.29","1977-11-16 21:13:59","false"
"99","921","99","99","9","212.33","2003-08-06 08:46:31","true"
"100","1528","100","100","4","148.02","2009-12-09 04:22:04","true"
"101","1829","101","101","10","316.19","1982-09-17 07:17:48","false"
"102","802","102","102","10","319.50","1980-04-22 00:41:55","true"
"103","589","103","103","8","56.48","2017-07-02 06:29:59","true"
"104","1683","104","104","3","439.16","1999-03-25 04:35:49","true"
"105","987","105","105","3","372.56","2000-01-20 17:50:47","false"
"106","880","106","106","1","277.53","1979-01-12 16:08:15","true"
"107","953","107","107","10","440.91","2020-10-29 17:32:05","true"
"108","802","108","108","8","219.65","2005-08-15 01:37:24","false"
"109","227","109","109","2","212.87","1992-05-16 03:07:07","false"
"110","1549","110","110","7","141.87","1971-12-30 01:32:14","true"
"111","78","111","111","9","6.15","2010-10-24 05:27:55","true"
"112","1944","112","112","10","200.87","2004-10-07 05:11:08","true"
"113","1428","113","113","6","103.27","1995-11-16 20:04:45","false"
"114","1406","114","114","5","180.55","1974-11-07 03:16:23","true"
"115","1875","115","115","2","363.21","2010-02-17 21:26:42","false"
"116","423","116","116","2","236.09","1973-12-15 20:25:34","false"
"117","26","117","117","5","271.75","1991-07-18 19:48:23","false"
"118","1807","118","118","10","201.42","1993-01-31 13:13:08","false"
"119","560","119","119","7","137.08","1986-01-26 13:51:10","false"
"120","1298","120","120","8","3.07","1999-08-11 08:55:41","true"
"121","943","121","121","6","84.59","2016-09-07 15:17:42","false"
"122","944","122","122","10","490.88","1974-05-17 15:17:28","false"
"123","888","123","123","7","220.62","1993-09-04 07:07:41","false"
"124","129","124","124","4","121.21","1974-10-01 01:23:30","true"
"125","1883","125","125","7","17.72","2015-03-20 05:10:27","false"
"126","575","126","126","1","51.59","2008-08-16 00:12:57","false"
"127","1809","127","127","7","427.39","2017-06-06 01:13:43","false"
"128","1689","128","128","6","299.86","2022-04-10 23:02:10","false"
"129","774","129","129","10","466.66","2021-12-23 23:37:20","true"
"130","221","130","130","6","495.35","1995-09-02 22:09:48","false"
"131","1041","131","131","8","459.70","1985-01-26 07:06:33","false"
"132","1637","132","132","6","135.69","1977-10-26 07:46:49","true"
"133","437","133","133","4","20.98","1993-06-29 01:15:05","false"
"134","1305","134","134","4","194.21","1990-10-17 18:48:11","false"
"135","1961","135","135","6","283.09","2017-06-19 10:13:31","false"
"136","338","136","136","7","358.47","2018-06-11 04:40:21","true"
"137","1275","137","137","6","203.28","1998-02-03 17:38:24","true"
"138","1695","138","138","1","239.23","1975-01-25 06:58:28","false"
"139","1481","139","139","2","44.76","1998-02-18 20:47:22","true"
"140","1453","140","140","3","476.97","2005-05-11 03:03:50","false"
"141","545","141","141","2","166.83","1979-02-24 05:53:01","false"
"142","1331","142","142","1","37.04","1998-04-13 10:45:39","false"
"143","231","143","143","10","276.05","1988-04-29 19:03:53","false"
"144","1904","144","144","7","407.03","2005-03-02 15:25:22","true"
"145","1120","145","145","6","350.94","2021-11-15 05:08:34","true"
"146","1670","146","146","2","228.52","1997-01-13 09:16:41","true"
"147","1747","147","147","1","129.15","2009-12-03 15:21:50","false"
"148","1056","148","148","5","478.74","1994-01-21 20:58:55","false"
"149","73","149","149","10","158.31","1984-11-29 21:07:25","true"
"150","1754","150","150","2","439.13","1976-05-15 09:07:42","false"
"151","332","151","151","5","342.08","1971-08-02 23:08:55","false"
"152","767","152","152","2","375.02","2008-02-29 20:25:29","false"
"153","629","153","153","6","298.23","2022-02-02 14:16:54","false"
"154","372","154","154","7","11.88","1991-10-29 19:34:45","false"
"155","1381","155","155","9","450.21","2011-06-05 04:40:41","true"
"156","1000","156","156","8","102.91","1988-07-17 03:40:48","true"
"157","367","157","157","10","99.24","2018-03-29 15:28:40","true"
"158","1842","158","158","2","229.61","2000-01-22 11:17:29","false"
"159","1299","159","159","10","384.72","1973-08-09 12:39:07","true"
"160","691","160","160","9","90.23","2005-05-31 20:51:41","false"
"161","905","161","161","9","291.40","1999-02-18 09:17:29","false"
"162","1533","162","162","1","251.87","2009-02-07 16:49:35","true"
"163","1269","163","163","5","323.71","2012-04-23 15:43:20","true"
"164","1280","164","164","4","194.45","2011-07-16 17:19:28","false"
"165","806","165","165","7","73.25","1973-11-17 02:44:08","true"
"166","1361","166","166","5","445.64","2004-01-02 17:03:10","false"
"167","1346","167","167","10","322.61","2014-03-22 15:22:46","false"
"168","1948","168","168","7","407.86","1999-05-15 11:23:43","false"
"169","1319","169","169","8","190.34","2005-07-27 07:08:35","true"
"170","1723","170","170","3","147.59","2000-10-20 12:19:32","true"
"171","1406","171","171","6","154.99","1994-01-25 11:51:52","false"
"172","1367","172","172","7","424.89","1999-04-24 12:42:17","false"
"173","1464","173","173","1","91.06","2012-01-12 00:15:02","true"
"174","377","174","174","9","189.78","1981-06-07 10:31:25","false"
"175","1933","175","175","3","372.73","1981-05-09 13:07:45","true"
"176","1934","176","176","2","231.90","2016-04-21 01:04:47","true"
"177","1215","177","177","6","313.30","1991-10-03 04:58:33","false"
"178","977","178","178","7","305.63","1992-03-23 08:20:21","true"
"179","1579","179","179","7","454.06","2019-07-19 07:02:07","false"
"180","1270","180","180","6","64.29","1985-11-09 00:44:40","false"
"181","1461","181","181","4","141.42","2022-10-22 03:09:40","false"
"182","199","182","182","8","301.75","2006-03-13 20:01:15","false"
"183","162","183","183","2","59.82","2008-02-25 19:03:47","false"
"184","1459","184","184","6","137.39","2018-07-11 01:53:42","false"
"185","566","185","185","6","7.27","2011-02-24 02:28:25","false"
"186","919","186","186","10","369.05","2012-04-08 09:45:04","true"
"187","450","187","187","2","66.29","1998-01-18 03:02:35","true"
"188","1066","188","188","2","171.26","2003-12-06 05:20:08","true"
"189","1104","189","189","8","99.87","1995-02-04 21:21:33","true"
"190","317","190","190","9","146.33","1974-12-28 07:59:28","true"
"191","1810","191","191","3","119.36","1979-03-10 11:22:00","false"
"192","738","192","192","1","375.93","2015-01-22 00:51:30","true"
"193","502","193","193","8","241.49","2007-10-03 06:27:36","true"
"194","1029","194","194","7","394.07","2012-07-06 11:06:50","true"
"195","1671","195","195","6","376.57","2000-03-09 10:28:22","false"
"196","233","196","196","9","349.58","1973-04-16 11:06:17","true"
"197","476","197","197","5","480.48","2013-10-28 02:07:22","true"
"198","1660","198","198","4","14.25","1982-08-05 21:03:37","true"
